Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,"{Temperature},{Humdity}",Weather Type
10.5,55.0,partly CLOUDY,994.09,0,Winter,2.0,inland,"{""Temperature"": {""value"": -7.0, ""unit"": ""C""}, ""Humidity"": {""value"": 94, ""unit"": ""%""}}",Snowy
10.5,39.0,cloudy,979.57,1,Spring,10.5,coastal,"{""Temperature"": {""value"": 49.0, ""unit"": ""C""}, ""Humidity"": {""value"": 58, ""unit"": ""%""}}",Snowy
12.0,44.0,partly cloudy,1166.34,6,Winter,18.5,coastal,"{""Temperature"": {""value"": 12.0, ""unit"": ""C""}, ""Humidity"": {""value"": 33, ""unit"": ""%""}}",Rainy
15000.0M/H,22.0,overcast,1012.79,2,Winter,7.0,coastal,"{""Temperature"": {""value"": 15.0, ""unit"": ""C""}, ""Humidity"": {""value"": 50, ""unit"": ""%""}}",Cloudy
2.5,11.0,clear,1021.73,7,winter,6.0,coastal,"{""Temperature"": {""value"": 31.0, ""unit"": ""C""}, ""Humidity"": {""value"": 36, ""unit"": ""%""}}",Sunny
12.5,68.0,overcast,1014.34,1,Summer,4.5,inland,"{""Temperature"": {""value"": 13.0, ""unit"": ""C""}, ""Humidity"": {""value"": 69, ""unit"": ""%""}}",Rainy
14.0,13.0,partly CLOUDY,1011.12,4,Summer,6.5,mountain,"{""Temperature"": {""value"": 31.0, ""unit"": ""C""}, ""Humidity"": {""value"": 70, ""unit"": ""%""}}",Cloudy
4.5,5.0,cleer,1012.59,8,Winter,5.0,coastal,"{""Temperature"": {""value"": 25.0, ""unit"": ""C""}, ""Humidity"": {""value"": 26, ""unit"": ""%""}}",Sunny
3.0,35.0,overcast,1007.39,3,Winter,7.0,mountain,"{""Temperature"": {""value"": 30.0, ""unit"": ""C""}, ""Humidity"": {""value"": 59, ""unit"": ""%""}}",Cloudy
2.5,23.0,partly cloudy,1016.65,4,Spring,7.5,coastal,"{""Temperature"": {""value"": 17.0, ""unit"": ""C""}, ""Humidity"": {""value"": 65, ""unit"": ""%""}}",Cloudy
6.5,43.0,overcast,1011.98,1,It rains every day....,7.5,inland,"{""Temperature"": {""value"": 18.0, ""unit"": ""C""}, ""Humidity"": {""value"": 58, ""unit"": ""%""}}",Cloudy
7500.0M/H,36.0,overcast,1001.37,2,Spring,5.5,inland,"{""Temperature"": {""value"": 33.0, ""unit"": ""C""}, ""Humidity"": {""value"": 53, ""unit"": ""%""}}",Cloudy
5.5,42.0,Party cloudy,1016.7,2,Summer,8.5,inland,"{""Temperature"": {""value"": 25.0, ""unit"": ""C""}, ""Humidity"": {""value"": 71, ""unit"": ""%""}}",Cloudy
9.0,4.0,cleer,1027.74,9,Summer,8.0,coastal,"{""Temperature"": {""value"": 23.0, ""unit"": ""C""}, ""Humidity"": {""value"": 57, ""unit"": ""%""}}",Sunny
12.5,91.0,partly cloddy,1017.63,0,Autumn,2.5,coastal,"{""Temperature"": {""value"": 22.0, ""unit"": ""C""}, ""Humidity"": {""value"": 65, ""unit"": ""%""}}",Rainy
9.0,105.0,partly cloddy,1009.96,4,Spring,4.0,coastal,"{""Temperature"": {""value"": 24.0, ""unit"": ""C""}, ""Humidity"": {""value"": 95, ""unit"": ""%""}}",Cloudy
27.0,91.0,overcast,1016.67,4,Summer,3.5,coastal,"{""Temperature"": {""value"": 23.0, ""unit"": ""C""}, ""Humidity"": {""value"": 77, ""unit"": ""%""}}",Rainy
0.0016666666666666668KM/S,27.0,overcast,1005.16,1,Summer,6.5,mountain,"{""Temperature"": {""value"": 15.0, ""unit"": ""C""}, ""Humidity"": {""value"": 78, ""unit"": ""%""}}",Cloudy
9.0,4.0,partly Cloudy,1025.59,11,Summer,6.0,inland,"{""Temperature"": {""value"": 39.0, ""unit"": ""C""}, ""Humidity"": {""value"": 36, ""unit"": ""%""}}",Sunny
6.5,75.0,overcast,1008.26,2,Winter,2.5,mountain,"{""Temperature"": {""value"": 18.0, ""unit"": ""C""}, ""Humidity"": {""value"": 64, ""unit"": ""%""}}",Rainy
0.003472222222222222KM/S,33.0,partly Cloudy,1005.18,4,Spring,7.5,inland,"{""Temperature"": {""value"": 32.0, ""unit"": ""C""}, ""Humidity"": {""value"": 65, ""unit"": ""%""}}",Cloudy
21.0,74.0,partly cloudy,1007.79,5,Winter,6.5,inland,"{""Temperature"": {""value"": 47.0, ""unit"": ""C""}, ""Humidity"": {""value"": 86, ""unit"": ""%""}}",Cloudy
9.0,7.0,Clear,1014.81,8,winter,5.0,inland,"{""Temperature"": {""value"": 39.0, ""unit"": ""C""}, ""Humidity"": {""value"": 28, ""unit"": ""%""}}",Sunny
14.5,64.0,overcast,994.38,0,Summer,4.0,mountain,"{""Temperature"": {""value"": 22.0, ""unit"": ""C""}, ""Humidity"": {""value"": 74, ""unit"": ""%""}}",Rainy
10.0,77.0,overcast,999.14,1,Winter,4.5,mountain,"{""Temperature"": {""value"": -7.0, ""unit"": ""C""}, ""Humidity"": {""value"": 91, ""unit"": ""%""}}",Snowy
6.0,60.0,overcast,991.12,0,Winter,3.0,mountain,"{""Temperature"": {""value"": -2.0, ""unit"": ""C""}, ""Humidity"": {""value"": 97, ""unit"": ""%""}}",Snowy
9.5,17.0,partly CLOUDY,1027.62,8,summer,9.5,mountain,"{""Temperature"": {""value"": 28.0, ""unit"": ""C""}, ""Humidity"": {""value"": 34, ""unit"": ""%""}}",Sunny
7000.0M/H,74.0,overcast,1008.48,3,Winter,4.5,mountain,"{""Temperature"": {""value"": 20.0, ""unit"": ""C""}, ""Humidity"": {""value"": 99, ""unit"": ""%""}}",Rainy
5.0,19.0,partly CLOUDY,869.11,5,Spring,6.0,mountain,"{""Temperature"": {""value"": 46.0, ""unit"": ""C""}, ""Humidity"": {""value"": 44, ""unit"": ""%""}}",Cloudy
17.0,87.0,overcast,980.71,0,Winter,1.5,inland,"{""Temperature"": {""value"": -9.0, ""unit"": ""C""}, ""Humidity"": {""value"": 89, ""unit"": ""%""}}",Snowy
27.0,75.0,partly CLOUDY,989.78,1,It rains every day....,1.5,mountain,"{""Temperature"": {""value"": -1.0, ""unit"": ""C""}, ""Humidity"": {""value"": 104, ""unit"": ""%""}}",Snowy
1.5,3.0,cleer,1028.18,5,Summer,8.0,mountain,"{""Temperature"": {""value"": 30.0, ""unit"": ""C""}, ""Humidity"": {""value"": 49, ""unit"": ""%""}}",Sunny
7.0,7.0,clear,1026.41,9,Summer,7.5,coastal,"{""Temperature"": {""value"": 23.0, ""unit"": ""C""}, ""Humidity"": {""value"": 58, ""unit"": ""%""}}",Sunny
9.0,66.0,overcast,1000.65,2,I hate summer,4.5,coastal,"{""Temperature"": {""value"": 28.0, ""unit"": ""C""}, ""Humidity"": {""value"": 88, ""unit"": ""%""}}",Rainy
15.0,99.0,overcast,985.11,0,winter,3.0,mountain,"{""Temperature"": {""value"": 1.0, ""unit"": ""C""}, ""Humidity"": {""value"": 82, ""unit"": ""%""}}",Snowy
6.0,16.0,partly cloudy,1018.75,2,Autumn,7.5,coastal,"{""Temperature"": {""value"": 25.0, ""unit"": ""C""}, ""Humidity"": {""value"": 70, ""unit"": ""%""}}",Cloudy
14.5,39.0,partly cloudy,1001.49,1,Autumn,8.5,coastal,"{""Temperature"": {""value"": 17.0, ""unit"": ""C""}, ""Humidity"": {""value"": 70, ""unit"": ""%""}}",Cloudy
29.5,82.0,overcast,992.36,9,Wintar,3.5,coastal,"{""Temperature"": {""value"": 40.0, ""unit"": ""C""}, ""Humidity"": {""value"": 76, ""unit"": ""%""}}",Rainy
6.0,69.0,overcast,998.88,1,Autumn,3.0,mountain,"{""Temperature"": {""value"": 18.0, ""unit"": ""C""}, ""Humidity"": {""value"": 99, ""unit"": ""%""}}",Rainy
3.5,76.0,cloudy,1167.69,0,It is so hot outside,14.5,inland,"{""Temperature"": {""value"": -2.0, ""unit"": ""C""}, ""Humidity"": {""value"": 49, ""unit"": ""%""}}",Rainy
12.0,54.0,partly cloudy,991.24,2,Summer,2.0,mountain,"{""Temperature"": {""value"": 10.0, ""unit"": ""C""}, ""Humidity"": {""value"": 64, ""unit"": ""%""}}",Rainy
14.0,28.0,overcast,1014.03,1,Summer,6.0,coastal,"{""Temperature"": {""value"": 34.0, ""unit"": ""C""}, ""Humidity"": {""value"": 61, ""unit"": ""%""}}",Cloudy
5.0,6.0,partly cloudy,1018.64,10,Wentar,5.0,mountain,"{""Temperature"": {""value"": 40.0, ""unit"": ""C""}, ""Humidity"": {""value"": 69, ""unit"": ""%""}}",Sunny
12.0,11.0,overcast,1018.07,4,Wintar,6.0,mountain,"{""Temperature"": {""value"": 26.0, ""unit"": ""C""}, ""Humidity"": {""value"": 53, ""unit"": ""%""}}",Cloudy
36.5,108.0,overcast,1012.36,2,Summer,2.0,coastal,"{""Temperature"": {""value"": 21.0, ""unit"": ""C""}, ""Humidity"": {""value"": 94, ""unit"": ""%""}}",Rainy
10.0,47.0,partly Cloudy,1015.47,1,Spring,5.5,coastal,"{""Temperature"": {""value"": 15.0, ""unit"": ""C""}, ""Humidity"": {""value"": 50, ""unit"": ""%""}}",Cloudy
9.0,74.0,overcast,988.61,4,Winter,2.5,mountain,"{""Temperature"": {""value"": -11.0, ""unit"": ""C""}, ""Humidity"": {""value"": 91, ""unit"": ""%""}}",Snowy
6.0,68.0,partly cloudy,996.79,1,Winter,2.0,coastal,"{""Temperature"": {""value"": 14.0, ""unit"": ""C""}, ""Humidity"": {""value"": 83, ""unit"": ""%""}}",Rainy
5.5,46.0,partly cloudy,1008.66,2,Summer,9.0,mountain,"{""Temperature"": {""value"": 26.0, ""unit"": ""C""}, ""Humidity"": {""value"": 69, ""unit"": ""%""}}",Cloudy
13.0,40.0,partly cloudy,1001.67,3,Winter,8.0,mountain,"{""Temperature"": {""value"": 15.0, ""unit"": ""C""}, ""Humidity"": {""value"": 70, ""unit"": ""%""}}",Cloudy
0.004027777777777778KM/S,91.0,partly cloudy,994.14,0,Spring,2.0,coastal,"{""Temperature"": {""value"": 19.0, ""unit"": ""C""}, ""Humidity"": {""value"": 77, ""unit"": ""%""}}",Rainy
15.5,74.0,overcast,998.79,1,Winter,3.0,mountain,"{""Temperature"": {""value"": 1.0, ""unit"": ""C""}, ""Humidity"": {""value"": 95, ""unit"": ""%""}}",Snowy
18.5,51.0,overcast,995.59,0,Winter,5.0,inland,"{""Temperature"": {""value"": -9.0, ""unit"": ""C""}, ""Humidity"": {""value"": 89, ""unit"": ""%""}}",Snowy
5.0,36.0,partly cloudy,1010.23,4,Summer,6.0,inland,"{""Temperature"": {""value"": 18.0, ""unit"": ""C""}, ""Humidity"": {""value"": 79, ""unit"": ""%""}}",Cloudy
13.0,45.0,partly cloudy,1009.24,3,Autumn,5.0,coastal,"{""Temperature"": {""value"": 21.0, ""unit"": ""C""}, ""Humidity"": {""value"": 68, ""unit"": ""%""}}",Cloudy
18.0,60.0,overcast,988.73,0,Winter,4.5,mountain,"{""Temperature"": {""value"": -5.0, ""unit"": ""C""}, ""Humidity"": {""value"": 93, ""unit"": ""%""}}",Snowy
24.5,73.0,overcast,1007.62,12,Spring,4.5,inland,"{""Temperature"": {""value"": 20.0, ""unit"": ""C""}, ""Humidity"": {""value"": 77, ""unit"": ""%""}}",Cloudy
0.004861111111111111KM/S,98.0,overcast,1014.75,1,Winter,1.0,coastal,"{""Temperature"": {""value"": 17.0, ""unit"": ""C""}, ""Humidity"": {""value"": 72, ""unit"": ""%""}}",Rainy
6.0,48.0,partly cloudy,1017.4,3,Spring,5.5,coastal,"{""Temperature"": {""value"": 17.0, ""unit"": ""C""}, ""Humidity"": {""value"": 72, ""unit"": ""%""}}",Cloudy
9.0,88.0,overcast,1009.73,3,Summer,4.5,coastal,"{""Temperature"": {""value"": 29.0, ""unit"": ""C""}, ""Humidity"": {""value"": 93, ""unit"": ""%""}}",Rainy
8.5,36.0,partly Cloudy,1015.06,4,Winter,7.5,mountain,"{""Temperature"": {""value"": 19.0, ""unit"": ""C""}, ""Humidity"": {""value"": 75, ""unit"": ""%""}}",Cloudy
18.0,99.0,partly cloudy,1018.33,0,Autumn,4.5,coastal,"{""Temperature"": {""value"": 22.0, ""unit"": ""C""}, ""Humidity"": {""value"": 97, ""unit"": ""%""}}",Rainy
8.5,25.0,partly cloudy,1019.94,2,Spring,8.5,mountain,"{""Temperature"": {""value"": 31.0, ""unit"": ""C""}, ""Humidity"": {""value"": 50, ""unit"": ""%""}}",Cloudy
11.0,34.0,overcast,1015.51,4,Spring,5.5,coastal,"{""Temperature"": {""value"": 12.0, ""unit"": ""C""}, ""Humidity"": {""value"": 71, ""unit"": ""%""}}",Cloudy
16.5,75.0,overcast,1002.81,1,Summer,2.0,coastal,"{""Temperature"": {""value"": 30.0, ""unit"": ""C""}, ""Humidity"": {""value"": 70, ""unit"": ""%""}}",Rainy
6.0,2.0,clear,1028.86,6,Autumn,9.0,mountain,"{""Temperature"": {""value"": 38.0, ""unit"": ""C""}, ""Humidity"": {""value"": 34, ""unit"": ""%""}}",Sunny
10000.0M/H,84.0,overcast,1064.61,0,Fall,1.5,mountain,"{""Temperature"": {""value"": 13.0, ""unit"": ""C""}, ""Humidity"": {""value"": 21, ""unit"": ""%""}}",Snowy
20.5,99.0,clear,1014.46,0,Summer,6.5,mountain,"{""Temperature"": {""value"": 62.0, ""unit"": ""C""}, ""Humidity"": {""value"": 100, ""unit"": ""%""}}",Sunny
5.0,12.0,clear,1014.49,5,Winter,6.0,coastal,"{""Temperature"": {""value"": 29.0, ""unit"": ""C""}, ""Humidity"": {""value"": 46, ""unit"": ""%""}}",Sunny
10.5,53.0,overcast,994.5,0,Winter,4.0,inland,"{""Temperature"": {""value"": 2.0, ""unit"": ""C""}, ""Humidity"": {""value"": 73, ""unit"": ""%""}}",Snowy
5.5,63.0,overcast,983.2,1,Winter,3.5,mountain,"{""Temperature"": {""value"": -10.0, ""unit"": ""C""}, ""Humidity"": {""value"": 68, ""unit"": ""%""}}",Snowy
12.0,89.0,overcast,1001.84,13,Spring,0.5,coastal,"{""Temperature"": {""value"": 9.0, ""unit"": ""C""}, ""Humidity"": {""value"": 98, ""unit"": ""%""}}",Rainy
20.0,96.0,Clear,1012.64,2,you can call it Autumn or Fall ,1.5,inland,"{""Temperature"": {""value"": 53.0, ""unit"": ""C""}, ""Humidity"": {""value"": 108, ""unit"": ""%""}}",Sunny
10.0,61.0,overcast,997.18,3,Summer,2.5,coastal,"{""Temperature"": {""value"": 31.0, ""unit"": ""C""}, ""Humidity"": {""value"": 67, ""unit"": ""%""}}",Rainy
6.0,58.0,overcast,1003.98,1,Winter,3.5,inland,"{""Temperature"": {""value"": 34.0, ""unit"": ""C""}, ""Humidity"": {""value"": 72, ""unit"": ""%""}}",Rainy
0.5,89.0,overcast,981.0,1,Winter,2.0,inland,"{""Temperature"": {""value"": -2.0, ""unit"": ""C""}, ""Humidity"": {""value"": 96, ""unit"": ""%""}}",Snowy
6.0,78.0,partly Cloudy,1019.14,3,Summer,3.0,mountain,"{""Temperature"": {""value"": 31.0, ""unit"": ""C""}, ""Humidity"": {""value"": 88, ""unit"": ""%""}}",Rainy
8.0,35.0,cloudy,1133.94,12,Winter,0.0,inland,"{""Temperature"": {""value"": 7.0, ""unit"": ""C""}, ""Humidity"": {""value"": 66, ""unit"": ""%""}}",Sunny
1.0,9.0,cleer,1021.14,9,Autumn,5.0,inland,"{""Temperature"": {""value"": 33.0, ""unit"": ""C""}, ""Humidity"": {""value"": 32, ""unit"": ""%""}}",Sunny
6.0,13.0,clr,1018.79,8,Spring,10.0,inland,"{""Temperature"": {""value"": 29.0, ""unit"": ""C""}, ""Humidity"": {""value"": 20, ""unit"": ""%""}}",Sunny
4.0,17.0,Clear,1017.12,10,Summer,10.0,inland,"{""Temperature"": {""value"": 33.0, ""unit"": ""C""}, ""Humidity"": {""value"": 35, ""unit"": ""%""}}",Sunny
12.0,38.0,Party cloudy,1009.3,3,Spring,7.5,coastal,"{""Temperature"": {""value"": 18.0, ""unit"": ""C""}, ""Humidity"": {""value"": 69, ""unit"": ""%""}}",Cloudy
4.0,57.0,partly CLOUDY,980.77,0,Winter,3.0,inland,"{""Temperature"": {""value"": -7.0, ""unit"": ""C""}, ""Humidity"": {""value"": 70, ""unit"": ""%""}}",Snowy
1.0,62.0,Party cloudy,992.23,0,Winter,2.0,inland,"{""Temperature"": {""value"": -8.0, ""unit"": ""C""}, ""Humidity"": {""value"": 92, ""unit"": ""%""}}",Snowy
8.0,88.0,partly cloudy,994.38,1,Winter,4.0,mountain,"{""Temperature"": {""value"": 3.0, ""unit"": ""C""}, ""Humidity"": {""value"": 81, ""unit"": ""%""}}",Snowy
9.0,71.0,overcast,982.11,1,Winter,1.5,inland,"{""Temperature"": {""value"": -6.0, ""unit"": ""C""}, ""Humidity"": {""value"": 70, ""unit"": ""%""}}",Snowy
7.0,19.0,partly Cloudy,1019.24,11,Winter,9.5,coastal,"{""Temperature"": {""value"": 22.0, ""unit"": ""C""}, ""Humidity"": {""value"": 26, ""unit"": ""%""}}",Sunny
3.5,64.0,partly CLOUDY,995.54,1,Winter,3.5,inland,"{""Temperature"": {""value"": -2.0, ""unit"": ""C""}, ""Humidity"": {""value"": 93, ""unit"": ""%""}}",Snowy
24500.0M/H,90.0,overcast,1001.7,8,Autumn,3.0,inland,"{""Temperature"": {""value"": 48.0, ""unit"": ""C""}, ""Humidity"": {""value"": 75, ""unit"": ""%""}}",Cloudy
2.0,0.0,partly cloudy,1014.21,6,Summer,6.5,inland,"{""Temperature"": {""value"": 41.0, ""unit"": ""C""}, ""Humidity"": {""value"": 69, ""unit"": ""%""}}",Sunny
11.0,52.0,overcast,1008.93,1,Spring,1.5,mountain,"{""Temperature"": {""value"": 28.0, ""unit"": ""C""}, ""Humidity"": {""value"": 84, ""unit"": ""%""}}",Rainy
11.0,34.0,partly cloddy,1003.46,1,Summer,7.0,inland,"{""Temperature"": {""value"": 18.0, ""unit"": ""C""}, ""Humidity"": {""value"": 55, ""unit"": ""%""}}",Cloudy
9.5,79.0,partly cloudy,1000.98,3,Spring,4.5,mountain,"{""Temperature"": {""value"": 24.0, ""unit"": ""C""}, ""Humidity"": {""value"": 79, ""unit"": ""%""}}",Rainy
10.0,61.0%,Overcast,993.81,1,Winter,2.0,inland,"{""Temperature"": {""value"": -9.0, ""unit"": ""C""}, ""Humidity"": {""value"": 97, ""unit"": ""%""}}",Snowy
12.5,68.0,overcast,981.43,1,Wintar,1.5,mountain,"{""Temperature"": {""value"": -8.0, ""unit"": ""C""}, ""Humidity"": {""value"": 86, ""unit"": ""%""}}",Snowy
11.0,91.0,overcast,879.71,6,Winter,19.0,mountain,"{""Temperature"": {""value"": 19.0, ""unit"": ""C""}, ""Humidity"": {""value"": 29, ""unit"": ""%""}}",Snowy
2.5,33.0,overcast,1009.55,1,Autumn,9.0,mountain,"{""Temperature"": {""value"": 22.0, ""unit"": ""C""}, ""Humidity"": {""value"": 64, ""unit"": ""%""}}",Cloudy
10500.0M/H,84.0,overcast,1005.29,1,Spring,4.5,inland,"{""Temperature"": {""value"": 15.0, ""unit"": ""C""}, ""Humidity"": {""value"": 96, ""unit"": ""%""}}",Rainy
8000.0M/H,72.0,partly cloudy,1006.81,2,Autumn,4.5,coastal,"{""Temperature"": {""value"": 27.0, ""unit"": ""C""}, ""Humidity"": {""value"": 79, ""unit"": ""%""}}",Rainy
11000.0M/H,59.0,overcast,993.75,1,Wintar,3.0,mountain,"{""Temperature"": {""value"": -4.0, ""unit"": ""C""}, ""Humidity"": {""value"": 84, ""unit"": ""%""}}",Snowy
6.0,73.0,overcast,1146.15,11,Spring,16.5,mountain,"{""Temperature"": {""value"": 30.0, ""unit"": ""C""}, ""Humidity"": {""value"": 67, ""unit"": ""%""}}",Cloudy
0.0031944444444444446KM/S,48.0,cloudy,869.5,0,Spring,17.0,coastal,"{""Temperature"": {""value"": 47.0, ""unit"": ""C""}, ""Humidity"": {""value"": 78, ""unit"": ""%""}}",Sunny
18.0,63.0,overcast,983.59,0,Winter,1.5,inland,"{""Temperature"": {""value"": -9.0, ""unit"": ""C""}, ""Humidity"": {""value"": 70, ""unit"": ""%""}}",Snowy
0.004722222222222222KM/S,94.0,partly Cloudy,1017.47,0,Winter,1.0,coastal,"{""Temperature"": {""value"": 23.0, ""unit"": ""C""}, ""Humidity"": {""value"": 90, ""unit"": ""%""}}",Rainy
19.0,90.0,overcast,1005.43,0,Summer,1.5,mountain,"{""Temperature"": {""value"": 19.0, ""unit"": ""C""}, ""Humidity"": {""value"": 73, ""unit"": ""%""}}",Rainy
10.5,81.0,partly cloudy,1193.06,1,Spring,15.5,coastal,"{""Temperature"": {""value"": 16.0, ""unit"": ""C""}, ""Humidity"": {""value"": 41, ""unit"": ""%""}}",Cloudy
0.0044444444444444444KM/S,70.0,overcast,993.82,0,Winter,1.5,mountain,"{""Temperature"": {""value"": -8.0, ""unit"": ""C""}, ""Humidity"": {""value"": 99, ""unit"": ""%""}}",Snowy
24.5,81.0,overcast,1006.14,7,you can call it Autumn or Fall ,1.0,inland,"{""Temperature"": {""value"": 21.0, ""unit"": ""C""}, ""Humidity"": {""value"": 92, ""unit"": ""%""}}",Rainy
5000.0M/H,98.0,overcast,988.71,0,Winter,5.0,inland,"{""Temperature"": {""value"": -9.0, ""unit"": ""C""}, ""Humidity"": {""value"": 75, ""unit"": ""%""}}",Snowy
5.5,27.0,partly cloudy,1003.07,2,Winter,8.0,mountain,"{""Temperature"": {""value"": 12.0, ""unit"": ""C""}, ""Humidity"": {""value"": 66, ""unit"": ""%""}}",Cloudy
6.5,84.0,partly cloudy,1024.04,6,Winter,11.0,inland,"{""Temperature"": {""value"": 45.0, ""unit"": ""C""}, ""Humidity"": {""value"": 81, ""unit"": ""%""}}",Sunny
10500.0M/H,84.0,Party cloudy,853.94,6,Spring,7.0,mountain,"{""Temperature"": {""value"": -10.0, ""unit"": ""C""}, ""Humidity"": {""value"": 31, ""unit"": ""%""}}",Sunny
36000.0M/H,94.0,overcast,1004.12,6,Winter,0.5,inland,"{""Temperature"": {""value"": 70.0, ""unit"": ""C""}, ""Humidity"": {""value"": 94, ""unit"": ""%""}}",Rainy
16.5,57.0,overcast,990.44,0,Winter,1.5,mountain,"{""Temperature"": {""value"": 2.0, ""unit"": ""C""}, ""Humidity"": {""value"": 70, ""unit"": ""%""}}",Snowy
9.0,98.0,Clr,1021.61,1,Autumn,7.0,mountain,"{""Temperature"": {""value"": 51.0, ""unit"": ""C""}, ""Humidity"": {""value"": 98, ""unit"": ""%""}}",Sunny
4.0,49.0,overcast,1017.81,2,Autumn,6.0,inland,"{""Temperature"": {""value"": 30.0, ""unit"": ""C""}, ""Humidity"": {""value"": 52, ""unit"": ""%""}}",Cloudy
10.5,45.0,Party cloudy,1005.25,2,Autumn,7.5,coastal,"{""Temperature"": {""value"": 34.0, ""unit"": ""C""}, ""Humidity"": {""value"": 65, ""unit"": ""%""}}",Cloudy
3.0,52.0,overcast,981.64,1,Winter,1.0,inland,"{""Temperature"": {""value"": 0.0, ""unit"": ""C""}, ""Humidity"": {""value"": 88, ""unit"": ""%""}}",Snowy
7.0,18.0,cleer,1022.87,7,Winter,5.5,mountain,"{""Temperature"": {""value"": 29.0, ""unit"": ""C""}, ""Humidity"": {""value"": 55, ""unit"": ""%""}}",Sunny
5500.0M/H,16.0,partly Cloudy,1034.63,11,Autumn,18.0,mountain,"{""Temperature"": {""value"": -19.0, ""unit"": ""C""}, ""Humidity"": {""value"": 41, ""unit"": ""%""}}",Cloudy
15.0,96.0,partly cloudy,1005.39,3,Spring,2.0,inland,"{""Temperature"": {""value"": 16.0, ""unit"": ""C""}, ""Humidity"": {""value"": 87, ""unit"": ""%""}}",Rainy
3.0,5.0,clear,1026.02,11,Spring,8.5,mountain,"{""Temperature"": {""value"": 28.0, ""unit"": ""C""}, ""Humidity"": {""value"": 63, ""unit"": ""%""}}",Sunny
9.0,79.0,overcast,997.79,1,Wintar,2.0,inland,"{""Temperature"": {""value"": -8.0, ""unit"": ""C""}, ""Humidity"": {""value"": 82, ""unit"": ""%""}}",Snowy
0.0005555555555555556KM/S,19.0,clear,1027.65,11,Autumn,5.5,coastal,"{""Temperature"": {""value"": 29.0, ""unit"": ""C""}, ""Humidity"": {""value"": 46, ""unit"": ""%""}}",Sunny
10.5,78.0,overcast,1014.17,0,Winter,2.0,coastal,"{""Temperature"": {""value"": 12.0, ""unit"": ""C""}, ""Humidity"": {""value"": 68, ""unit"": ""%""}}",Rainy
3.5,18.0,partly Cloudy,827.69,8,Autumn,8.0,mountain,"{""Temperature"": {""value"": 23.0, ""unit"": ""C""}, ""Humidity"": {""value"": 31, ""unit"": ""%""}}",Sunny
4.0,18.0,clear,1020.85,7,Spring,7.0,mountain,"{""Temperature"": {""value"": 28.0, ""unit"": ""C""}, ""Humidity"": {""value"": 56, ""unit"": ""%""}}",Sunny
11.0,43.0,overcast,1005.72,1,Summer,8.5,mountain,"{""Temperature"": {""value"": 20.0, ""unit"": ""C""}, ""Humidity"": {""value"": 73, ""unit"": ""%""}}",Cloudy
20.0,72.0,overcast,991.86,1,Summer,3.0,inland,"{""Temperature"": {""value"": 34.0, ""unit"": ""C""}, ""Humidity"": {""value"": 63, ""unit"": ""%""}}",Rainy
2500.0M/H,12.0,clear,1029.63,8,Spring,6.0,coastal,"{""Temperature"": {""value"": 20.0, ""unit"": ""C""}, ""Humidity"": {""value"": 62, ""unit"": ""%""}}",Sunny
2.5,84.0,overcast,881.02,13,Spring,15.5,inland,"{""Temperature"": {""value"": -11.0, ""unit"": ""C""}, ""Humidity"": {""value"": 34, ""unit"": ""%""}}",Rainy
9.0,10.0,Clr,1021.05,5,Winter,5.5,inland,"{""Temperature"": {""value"": 36.0, ""unit"": ""C""}, ""Humidity"": {""value"": 50, ""unit"": ""%""}}",Sunny
7.0,16.0,partly cloudy,1008.7,2,Summer,6.0,coastal,"{""Temperature"": {""value"": 12.0, ""unit"": ""C""}, ""Humidity"": {""value"": 54, ""unit"": ""%""}}",Cloudy
6.0,10.0,Clear,1020.21,10,Autumn,5.0,coastal,"{""Temperature"": {""value"": 30.0, ""unit"": ""C""}, ""Humidity"": {""value"": 22, ""unit"": ""%""}}",Sunny
17.0,96.0,overcast,1006.29,0,Spring,1.5,coastal,"{""Temperature"": {""value"": 16.0, ""unit"": ""C""}, ""Humidity"": {""value"": 68, ""unit"": ""%""}}",Rainy
34.0,91.0,overcast,1014.02,13,Winter,2.0,mountain,"{""Temperature"": {""value"": 34.0, ""unit"": ""C""}, ""Humidity"": {""value"": 93, ""unit"": ""%""}}",Rainy
14.0,90.0,partly Cloudy,994.56,1,Wintar,1.5,inland,"{""Temperature"": {""value"": 2.0, ""unit"": ""C""}, ""Humidity"": {""value"": 96, ""unit"": ""%""}}",Snowy
4.5,5.0,clear,1023.15,9,Winter,7.0,mountain,"{""Temperature"": {""value"": 44.0, ""unit"": ""C""}, ""Humidity"": {""value"": 23, ""unit"": ""%""}}",Sunny
